text_en,text_de,text_fr,text_es,intent,intent_index
Add this adam clayton tune to sxsw fresh playlist,Fügen Sie diese adam clayton tune zu sxsw fresh playlist,Ajouter cette adam clayton tune à sxsw fresh playlist,Añadir este adam clayton tune a sxsw fresh playlist,AddToPlaylist,0
add this teddy charles album to this is pavarotti my playlist,Fügen Sie diesen Teddy Charles album zu diesem ist pavarotti meine Playlist,ajouter cet album de teddy charles à ceci est pavarotti ma playlist,add este teddy charles album a este es pavarotti mi playlist,AddToPlaylist,0
Can you add confessions to my playlist called Clásica,Kannst du meine Playlist called Clásica mit Begrüssungen ergänzen?,Pouvez-vous ajouter des aveux à ma liste de lecture Clásica,Puedes add confesiones a mi playlist called Cl,AddToPlaylist,0
Please add tobymac's song onto the indiespensables playlist.,Bitte füge Tobymacs Song auf die Indiespensables Playlist hinzu.,S'il vous plaît ajouter song ao tobymac la liste de lecture indiespensable.,Please add tobymac's song onto la lista de jugadores indiespensables.,AddToPlaylist,0
add an album to playlist Emily Dickinson,fügen Sie ein Album zur Playlist Emily Dickinson hinzu,ajouter un album à la playlist Emily Dickinson,add an album a la playlist Emily Dickinson,AddToPlaylist,0
Add Buddy DeSylva to my this is j balvin playlist,Fügen Sie Buddy DeSylva zu meinem Dies ist j Balvin Playlist,Ajouter Buddy DeSylva à ma liste de lecture j balvin,Añadir Buddy DeSylva a mi esto es j balvin playlist,AddToPlaylist,0
ad Czarna dziewczyna to instrumental madness playlist,ad Czarna dziewczyna zu instrumentale madness playlist,publicité Czarna dziewczyna to instrumental madness playlist,ad Czarna dziewczyna to instrumental londres playlist,AddToPlaylist,0
I want to add this song to my Infantil playlist,Ich möchte diese Sung zu meiner Infantil-Playlist hinzufügen.,Je veux ajouter ce song à ma playlist Infantil,Quería agregar este song a mi lista de juegos de Infantil.,AddToPlaylist,0
add vera to my 80's Jam Session playlist,hinzufügen vera zu meiner 80er Jam Session Playlist,ajouter vera à ma playlist Jam Session des années 80,add vera a mi lista de juegos de los 80's Jam Session,AddToPlaylist,0
add A Compilation of Warped Music II to workout twerkout playlist,Hinzufügen einer Zusammenstellung von Warped Music II zur workout twerkout playlist,ajouter A Compilation of Warped Music II à l'entraînement twerkout playlist,add Una Compilación de Música Alterada II para entrenar a twerkout playlist,AddToPlaylist,0
Add a track to my list Made in Puerto Rico,Füge einen Track zu meiner Liste hinzu Made in Puerto Rico,Ajoutez une track à mon list Made in Puerto Rico,Añadir un track a mi lista Made en Puerto Rico,AddToPlaylist,0
add this track to my epic wall of sound playlist,Fügen Sie diesen Track zu meiner epic Wand der Sound Playlist hinzu,ajouter ce track à mon mur épique de playlist son,add este track a mi pared épica de sound playlist,AddToPlaylist,0
add Michael LePond to electronic bliss,Michael LePond zur elektronischen Bliss hinzufügen,ajouter Michael LePond à la félicité électronique,add Michael LePond a la dicha electronica,AddToPlaylist,0
Add angela au to the playlist radar latino,Anla au zur Spielliste radar latino hinzufügen,Ajouter la langue au à la liste de lecture radar latino,Añadir angela au a la lista de reproducción radar latino,AddToPlaylist,0
add artist abdel halim hafez to my conexiones playlist,hinzufügen artist abdel halim hafez zu meine conexiones playlist,ajouter l'artiste abdel halim hafez à ma playlist conexiones,add artist abdel halim hafez a mi playlist,AddToPlaylist,0
Add track  to this is puccini,Zu diesem Track hinzufügen ist puccini,Ajouter track à ceci est puccini,Añadir track a esto es puccini,AddToPlaylist,0
I need to add a song to my lo que suena new york playlist.,Ich muss meiner neuen Jork-Playlist eine Song hinzufügen.,J'ai besoin d'ajouter un song à ma lo que suena new york playlist.,Necesité añadir un song a mi lista de playlist de Nueva York.,AddToPlaylist,0
Add this artist to this is Rosana,Fügen Sie diesen Künstler zu dieser ist Rosana,Ajouter cet artiste à ceci est Rosana,Añadir este artista a esto es Rosana,AddToPlaylist,0
add Joelia Savitsjeva in 88 keys,Joelia Savitsjeva in 88 Schlüsseln hinzufügen,ajouter Joelia Savitsjeva dans 88 clés,add Joelia Savitsjeva en 88 teclas,AddToPlaylist,0
add alain caron to my travelling playlist,alain caron zu meiner Reise-Playlist hinzufügen,ajouter alain caron à ma playlist de voyage,add alain caron a mi playlist de travelling,AddToPlaylist,0
Add the r l burnside album to my Nothing But A Party R&B playlist,Füge das r l burnside album zu meiner Nothing But A Party R&B Playlist hinzu,Ajouter l'album r lburnside à ma playlist Nothing But A Party R&B,Añadir el r l burnside album a mi lista de reproducción Nothing But A Party R&B,AddToPlaylist,0
add Steve Jordan to inez's tgif,Steve Jordan zu inez' Tgif hinzufügen,ajouter Steve Jordan au tgif d'inez,add Steve Jordan a Inez's tgif,AddToPlaylist,0
Add to my playlist all funked up this track,Hinzufügen zu meiner Playlist alle gefunkt bis dieser Track,Ajouter à ma playlist tous les funked up cette track,Añadir a mi lista de reproducción all funked hasta este track,AddToPlaylist,0
add satisfied to my Rockin' Vibes playlist,Add satisfied zu meiner Rockin' Vibes Playlist,ajouter satisfait à ma playlist Rockin' Vibes,Add Custied a mi Rockin' Vibes playlist,AddToPlaylist,0
add this artist named Prince to the playlist all new all now,Fügen Sie diesen Künstler named Prince zur Playlist alle neu jetzt,ajouter cet artiste named Prince à la playlist tout new tous now,add este artista named Prince a la playlist all nuevo all now,AddToPlaylist,0
add billy strayhorn to my highway 61 playlist,Füge Billy Strayhorn zu meiner Highway 61 Playlist hinzu,ajouter billy strayhorn à ma liste de lecture Highway 61,add billy strayhorn a mi highway 61 playlist,AddToPlaylist,0
Add ramble on to Halloween Teens,Fügen Sie ramble auf Halloween Tees,Ajouter des béquilles sur les adolescents,Añadir ramble encendido a Halloween Teens,AddToPlaylist,0
add this song to Rock Party,Diese Sung zu Rock Party hinzufügen,ajouter ce song à Rock Party,add este song a Rock Party,AddToPlaylist,0
I want to add lady maisry to my playlist lo que suena new york,Ich möchte meine Playlist lo que suena new york um lady maisry ergänzen,Je veux ajouter lady orry à ma playlist lo que suena new york,Quiero add lady maisry a mi playlist lo que suena new york,AddToPlaylist,0
I want to add an album to noreen's endorphin rush playlist.,Ich möchte ein Album zu noreens Endorphin-Rush-Playlist hinzufügen.,Je veux ajouter un album à la playlist endorphine de noreen.,Quiero add an album a la playlist de endorphin rush de Noreen.,AddToPlaylist,0
Add Famous to my playlist lo que suena new york,Famous zu meiner Playlist hinzufügen lo que suena new york,Ajouter Famous à ma playlist lo que suena new york,Añadir Famous a mi playlist lo que suena new york,AddToPlaylist,0
Add shawn camp to my soulful disco playlist.,Füge Shawn Camp zu meiner Soulful-Disco-Playlist hinzu.,Ajoutez un camp de chânes à ma liste de lecture de disco.,Agregue Shawn Camp a mi soulful disco playlist.,AddToPlaylist,0
add bonobo to queen playlis,bonobo zu queen playlis hinzufügen,ajouter bonobo à queen playlis,add bonobo a queen playlis,AddToPlaylist,0
add hold my liquor to electroNOW,hold my liquor zu electroNOW hinzufügen,ajouter hold mon liquor à electroNOW,add hold mi licor a electroNOW,AddToPlaylist,0
Add Tobias Sammet to my bring back the 90s list,Fügen Sie Tobias Sammet zu meinem mitbringen zurück die 90er list,Ajouter Tobias Sammet à mon bring retour list des années 90,Añadan a Tobias Sammet a mi lista de los años 90,AddToPlaylist,0
Add Jack Be Nimble to my reggae bombastic list,Fügen Sie Jack Be Nimble zu meiner reggae bombastic Liste hinzu,Ajouter Jack Be Nimble à mon list bombastique reggae,Añadir Jack Be Nimble a mi lista reggae,AddToPlaylist,0
add jan smit in endorphin rush,jan smit in endorphin rush hinzufügen,ajouter jan smit dans endorphin rush,add jan smit in endorphin rush,AddToPlaylist,0
add Rupee to my Ultra Metal playlist,Rupie zu meiner Ultra Metal Playlist hinzufügen,ajouter Rupee à ma playlist Ultra Metal,add Rupee a mi lista de reproducción Ultra Metal,AddToPlaylist,0
Please add Liberty Forever to the road trip playlist.,Please füge Liberty Forever zur Roadtrip-Playlist hinzu.,Veuillez ajouter Liberty Forever à la liste de lecture du voyage routier.,Please add Liberty Forever a la lista de juegos de viaje de la carretera.,AddToPlaylist,0
Add gene clark to diann's chill out list,Gene clark zu Dianns Liste hinzufügen,Ajouter gene clark à la liste de Diann,Agregue el clark de gen a la lista de dian's chill out,AddToPlaylist,0
Put another track in my electronica & dance playlist.,Put another track in my electronica & dance playlist.,Put another track dans ma playlist electronica & dance.,Put another track en mi electronica & playlist de baile.,AddToPlaylist,0
add the tune to the Indie Workout playlist,Fügen Sie das Gerät zur Indie Workout-Playlist hinzu,ajouter la tune à la playlist d'entraînement Indie,add el tune a la lista de playouts de Indie Workout,AddToPlaylist,0
Add david henry hwang to the This Is Nicky Jam playlist.,Fügen Sie david henry hwang zur Playlist This Is Nicky Jam hinzu.,Ajouter david henry hwang à la liste de lecture This Is Nicky Jam.,Añadir David Henry hwang a la lista de reproducción This Is Nicky Jam.,AddToPlaylist,0
add this Jane Olivor track to my The Sleep Machine Waterscapes,Fügen Sie diesen Jane Olivor Track zu meinen The Sleep Machine Waterscapes hinzu,Ajoutez cette track Jane Olivor à mes passes d'eau de la machine à dormir,add este track Jane Olivor a mi máquina de dormir Waterscapes,AddToPlaylist,0
I would like this artist on drum & breaks.,Ich wollte diesen Künstler auf Drum & Breaks zaubern.,J'aime bien cet artiste sur le drum & breaks.,Me gustaría like este artista en drum & breaks.,AddToPlaylist,0
Include dschiwan gasparjan in beth's rare groove playlist.,Include dschiwan gasparjan in beth's rare groove playlist.,Include dschiwan gasparjan dans la rare liste de lecture de groove de beth.,Include dschiwan gasparjan en la rara lista de playlist de Beth.,AddToPlaylist,0
I'd like to add the artist Jesper Kyd onto my fresh electronic playlist.,Ich würde gerne den Künstler Jesper Kyd auf meine fresh elektronische Playlist hinzufügen.,J'aimerais ajouter l'artiste Jesper Kyd ao ma playlist électronique fresh.,Me like a add el artista Jesper Kyd onto mi fresh playlist electronic.,AddToPlaylist,0
add Joplin in Concert to my feel good dinner,Joplin im Konzert zu meinem feel good Dinner hinzufügen,ajouter Joplin en concert à mon dinner de good feel,add Joplin en Concert a mi feel good dinner,AddToPlaylist,0
add Harry J to my dubstep dangles dirty,füge Harry J zu meinem Dubstep Dangles,ajouter Harry J à mon dangles de dubstep dirty,add Harry J a mi dubstep Dangles dirty,AddToPlaylist,0
add Partners in Crime to joann's Lo Que Suena Los Angeles,Hinzufügen von Partnern in Crime zu Joanns Lo Que Suena Los Angeles,ajouter Partners dans Crime au Lo Que Suena Los Angeles de Joann,add Socios en Crime a Lo Que de Joann.,AddToPlaylist,0
add this song onto hip hop gaming playlist,Hinzufügen dieser song onto hip hop gaming playlist,ajouter cette song ao hip hop lang playlist,add este song onto hip hop gaming playlist,AddToPlaylist,0
Add this artist to my This Is Philip Glass playlist,"Fügen Sie diesen Künstler zu meiner Spielliste ""Is Philip Glass"" hinzu",Ajouter cet artiste à ma playlist This Is Philip Glass,Añadir este artista a mi lista de reproducción This Is Philip Glass,AddToPlaylist,0
I want to put look to you on the playlist named 80s Classic Hits,Ich möchte auf die Playlist named 80s Classic Hits schauen.,Je veux te voir sur la playlist named 80s Classic Hits,Yo quería poner look a usted en la lista de juego named 80s Classic Hits,AddToPlaylist,0
add No Secrets to power gaming playlist,"Keine Geheimnisse hinzufügen, um power gaming playlist",ajouter Pas de Secrets à la liste de lecture power ilg,add No Secrets a power gaming playlist,AddToPlaylist,0
Add track to Hit Remix,Track zu Hit Remix hinzufügen,Ajouter la track au mélange Hit,Añadir track a Hit Remix,AddToPlaylist,0
add ali lohan songs in Club Hits,ali lohan songs in Club Hits hinzufügen,ajouter ali lohan songs dans Club Hits,add ali lohan songs en Club Hits,AddToPlaylist,0
Add this tune to retrowave outrun,Fügen Sie diese Funktion zum Retrowave Outrun hinzu,Ajouter cette tune à retrowave outrun,Añadir este tune a retrowave outrun,AddToPlaylist,0
Add a track from The Edge to my funk soul disco playlist,Füge einen Track von The Edge zu meiner funk soul disco playlist hinzu,Ajouter une track de The Edge à ma playlist funk soul disco,Añadir un track de The Edge a mi playlist de funk soul disco,AddToPlaylist,0
add hold tight to my throwback party,hold tight zu meiner throwback Party hinzufügen,ajouter hold tight à mon throwback party,Add Hold apretada a mi party de los Throwbacks,AddToPlaylist,0
put Do You Love Me on my acoustic soul playlist,put Do You Love Me auf meine akustische Soul Playlist,put Do You Love Me sur ma playlist d'âme acoustique,Put Do You Love Me en mi lista de juegos de soul acóustico,AddToPlaylist,0
Add the name The 3rd World to the playlist Rock Me UP,Den Namen Die 3. Welt der Playlist Rock Me UP hinzufügen,Ajouter le name Le 3ème Monde à la playlist Rock Me UP,Añadir el name El tercer mundo a la lista de reproducción Rock Me UP,AddToPlaylist,0
Add this tune to my playlist named Women of Fresh Finds,Fügen Sie diese Funktion zu meiner Playlist named Women of Fresh Finds hinzu,Ajouter cette tune à ma playlist named Women of Fresh Finds,Añadir este tune a mi playlist named Mujeres de Fresh Finds,AddToPlaylist,0
add tune to atmospheric black metal playlist,hinzufügen zu atmospherische schwarze metal playlist,ajouter tune à la playlist atmospheric black metal,add tune to atmospheric black metal playlist,AddToPlaylist,0
Add sammy hagar to Ultra Metal,Sammy Hagar zum Ultra Metal hinzufügen,Ajouter de l'agar sammy à l'Ultra Metal,Añadir sammy oar a Ultra Metal,AddToPlaylist,0
Add 2120 south michigan avenue to my laundry playlist,Fügen Sie 2120 south mirigan avenue zu meiner Wäscherei-Playlist hinzu,Ajouter 2120 south michigan avenue à ma playlist,Añadir 2120 south michigan a mi lista de reproducción de lavandería,AddToPlaylist,0
